,Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,ROI_Flag
48,NY-CMP-1048,Email,Youth,22.0,Instagram,53290.0,3905.0,1034.0,535.0,359832.0,131.77,4.1,Tamil,10.27,Working Women,2024-08-22,Profit
49,NY-CMP-1049,SEO,Working Women,14.0,Google,41687.0,2215.0,911.0,568.0,358408.0,277.67,1.27,English,8.86,Working Women,2025-03-04,Profit
50,NY-CMP-1050,Paid Ads,Working Women,30.0,"WhatsApp, Facebook",67932.0,9449.0,5095.0,2800.375,839800.0,33.28,8.01,English,26.31,Working Women,2024-11-04,Profit
51,NY-CMP-1051,Email,Tier 2 City Customers,16.0,"Google, YouTube",78991.0,6551.0,3460.0,778.0,810385.0,49.89,8.46,Hindi,16.04,Premium Shoppers,2025-04-16,Profit
54,NY-CMP-1054,Paid Ads,Working Women,12.0,"Google, YouTube, Instagram",82079.0,2124.0,1057.0,472.0,359832.0,620.82,0.23,Tamil,4.45,College Students,2025-06-13,Profit
55,NY-CMP-1055,Paid Ads,Tier 2 City Customers,16.0,Instagram,55119.386698247275,8932.0,3662.0,1790.0,721370.0,150.42,1.68,Bengali,21.54,Premium Shoppers,2025-03-18,Profit
56,NY-CMP-1056,Influencer,Working Women,11.0,"Email, Facebook",72001.0,8840.0,2425.0,1271.0,846486.0,54.74,8.46,English,17.41,Tier 2 City Customers,2024-07-27,Profit
57,NY-CMP-1057,Email,Youth,17.444507737586633,"WhatsApp, YouTube",43454.0,5590.0,1836.0,1046.0,343088.0,207.23,0.58,Hindi,19.5,Tier 2 City Customers,2024-12-03,Profit
58,NY-CMP-1058,Influencer,College Students,28.0,"Instagram, Google",24558.0,1700.0,671.0,326.0,235698.0,189.39,2.82,Tamil,10.98,Tier 2 City Customers,2025-02-13,Profit
59,NY-CMP-1059,Email,Tier 2 City Customers,12.0,"Instagram, Email, YouTube",51784.0,3169.0,1762.0,1042.0,803382.0,141.09,4.46,Bengali,11.53,Tier 2 City Customers,2025-03-11,Profit
60,NY-CMP-1060,SEO,Tier 2 City Customers,12.0,"YouTube, Facebook, Google",61841.0,6086.0,2165.0,1542.0,1201218.0,38.2,8.46,Bengali,15.84,College Students,2025-01-10,Profit
61,NY-CMP-1061,SEO,Youth,5.0,Email,80683.0,2154.0,985.0,786.0,248376.0,244.18,0.29,Bengali,4.86,Youth,2025-04-30,Profit
62,NY-CMP-1062,Email,Premium Shoppers,20.0,"Facebook, Instagram",82701.0,3909.0,1479.0,869.0,323268.0,230.37,0.61,Bengali,7.75,Tier 2 City Customers,2024-09-01,Profit
63,NY-CMP-1063,SEO,Youth,8.0,WhatsApp,80457.0,9646.0,2336.0,1659.0,643692.0,125.03,2.1,Hindi,16.95,College Students,2025-05-28,Profit
64,NY-CMP-1064,SEO,College Students,13.0,"YouTube, WhatsApp",34565.0,819.0,304.0,211.0,137150.0,859.24,-0.24,Hindi,3.86,Youth,2025-05-28,Loss
65,NY-CMP-1065,Email,Working Women,25.0,"YouTube, Facebook, Google",41740.0,1039.0,561.0,322.0,154882.0,328.9,0.46,Tamil,4.6,Tier 2 City Customers,2025-04-29,Profit
67,NY-CMP-1067,Social Media,Youth,6.0,"WhatsApp, Facebook, YouTube",36769.0,2948.0,797.0,370.0,237170.0,576.24,0.11,Tamil,11.19,Premium Shoppers,2025-02-06,Profit
68,NY-CMP-1068,Email,College Students,26.0,WhatsApp,59910.0,3712.0,1431.0,951.0,427950.0,303.73,0.48,English,10.17,Working Women,2025-03-25,Profit
69,NY-CMP-1069,Social Media,Working Women,20.0,"Google, WhatsApp",51907.0,3909.0,484.0,275.0,137225.0,316.3,0.58,English,4.77,Premium Shoppers,2024-07-12,Profit
70,NY-CMP-1070,Email,Working Women,21.0,"Email, Instagram",54847.0,3909.0,3946.0,1326.0,359832.0,207.23,0.31,English,23.77,Tier 2 City Customers,2024-12-23,Profit
71,NY-CMP-1071,Social Media,Working Women,11.0,Google,68542.0,8178.0,3828.0,1207.0,280024.0,179.89,0.29,Hindi,19.28,Tier 2 City Customers,2024-12-23,Profit
72,NY-CMP-1072,Influencer,College Students,17.0,"Google, YouTube",73165.0,5735.0,2225.0,1582.0,1170680.0,143.08,4.17,Tamil,13.04,College Students,2024-12-27,Profit
73,NY-CMP-1073,Email,Working Women,17.0,"Instagram, YouTube",26416.0,1545.0,401.0,226.0,68478.0,395.28,-0.23,Hindi,8.22,College Students,2024-08-29,Loss
74,NY-CMP-1074,Email,Tier 2 City Customers,11.0,"WhatsApp, Email, Google",97611.0,7838.0,2476.0,1741.0,359832.0,164.53,0.26,Bengali,12.35,Working Women,2024-08-29,Profit
75,NY-CMP-1075,Paid Ads,Working Women,29.0,YouTube,48871.0,6658.0,3972.0,2058.0,1370861.875,133.98,3.97,Bengali,25.96,Working Women,2024-11-14,Profit
76,NY-CMP-1076,Influencer,Tier 2 City Customers,17.444507737586633,"Google, Facebook, Instagram",74794.0,6057.0,1939.0,1470.0,799680.0,100.41,4.42,English,12.66,Youth,2025-02-23,Profit
77,NY-CMP-1077,Social Media,Premium Shoppers,13.0,"Instagram, YouTube, WhatsApp",37745.0,1091.0,361.0,114.0,45030.0,859.24,-0.54,English,4.15,Working Women,2025-02-23,Loss
78,NY-CMP-1078,Email,Working Women,26.0,"Instagram, Facebook, Google",41410.0,905.0,449.0,156.0,75504.0,859.24,-0.44,Bengali,3.65,Premium Shoppers,2024-07-20,Loss
79,NY-CMP-1079,Paid Ads,Premium Shoppers,17.0,"Instagram, Email, YouTube",30448.0,3909.0,1041.0,767.0,546871.0,315.83,1.26,Bengali,20.82,Premium Shoppers,2024-08-28,Profit
80,NY-CMP-1080,Email,Working Women,6.0,"Email, Google",55119.386698247275,3909.0,1912.0,1166.0,359832.0,207.23,0.49,Bengali,13.53,Youth,2025-03-09,Profit
81,NY-CMP-1081,Social Media,Youth,12.0,"Email, Instagram, WhatsApp",69794.0,3909.0,1627.0,923.0,318435.0,271.48,0.27,Hindi,9.19,Working Women,2025-01-15,Profit
82,NY-CMP-1082,Social Media,Tier 2 City Customers,11.0,Google,10613.0,1093.0,468.0,344.0,73272.0,693.71,-0.69,Hindi,17.95,Working Women,2025-05-09,Loss
83,NY-CMP-1083,SEO,Youth,9.0,"WhatsApp, Facebook, Google",14824.0,1848.0,713.0,229.0,111294.0,542.97,-0.1,Hindi,18.82,Premium Shoppers,2025-06-11,Loss
84,NY-CMP-1084,Influencer,Tier 2 City Customers,22.0,WhatsApp,38900.0,4362.0,1416.0,1056.0,291456.0,212.22,0.3,Tamil,13.781462901942962,College Students,2024-11-06,Profit
85,NY-CMP-1085,Paid Ads,Youth,10.0,"Email, WhatsApp, Facebook",27040.0,1352.0,274.0,153.0,42075.0,460.92,-0.4,Hindi,6.58,Premium Shoppers,2025-06-07,Loss
86,NY-CMP-1086,Influencer,College Students,16.0,"Facebook, Instagram",45406.0,2768.0,1052.0,747.0,511695.0,321.69,1.13,Bengali,10.06,Youth,2024-09-29,Profit
87,NY-CMP-1087,Social Media,College Students,5.0,"Instagram, Google",48041.0,2478.0,1229.0,553.0,311892.0,511.7,0.1,English,8.87,College Students,2025-06-20,Profit
88,NY-CMP-1088,Social Media,Working Women,30.0,"Instagram, Facebook, Email",84207.0,6175.0,1941.0,1352.0,461032.0,214.63,0.59,Bengali,11.24,Working Women,2024-10-29,Profit
89,NY-CMP-1089,Social Media,Youth,16.0,"Google, WhatsApp",77548.0,1844.0,706.0,226.0,72772.0,859.24,-0.63,Hindi,3.58,Tier 2 City Customers,2024-08-27,Loss
90,NY-CMP-1090,Email,Working Women,13.0,"Instagram, Email",76619.0,7278.0,3935.0,1746.0,790938.0,152.82,1.96,Tamil,16.91,Tier 2 City Customers,2024-11-05,Profit
91,NY-CMP-1091,SEO,Tier 2 City Customers,21.0,YouTube,37600.0,2906.0,1624.0,1006.0,690116.0,253.33,1.71,English,14.72,Premium Shoppers,2025-04-10,Profit
92,NY-CMP-1092,Social Media,College Students,7.0,"WhatsApp, Instagram, Google",32302.0,1239.0,367.0,156.0,124800.0,859.24,-0.07,Hindi,5.45,Tier 2 City Customers,2025-04-12,Loss
93,NY-CMP-1093,Email,Premium Shoppers,9.0,"Email, YouTube, WhatsApp",11042.0,459.0,189.0,96.0,60960.0,859.24,-0.26,Hindi,6.74,College Students,2025-01-25,Loss
94,NY-CMP-1094,Paid Ads,College Students,18.0,Google,12916.0,1058.0,269.0,84.0,23352.0,725.46,-0.62,Hindi,10.92,Working Women,2024-08-05,Loss
95,NY-CMP-1095,Paid Ads,Working Women,29.0,"Google, Facebook, Instagram",73403.0,7231.0,1683.0,766.0,311762.0,337.92,0.2,English,13.19,Youth,2024-08-11,Profit
96,NY-CMP-1096,Paid Ads,Premium Shoppers,18.0,Instagram,55119.386698247275,1814.0,870.0,350.0,232750.0,827.25,-0.2,Tamil,4.27,Youth,2024-09-10,Loss
97,NY-CMP-1097,Email,Working Women,21.0,"Email, WhatsApp",96478.0,3700.0,1111.0,711.0,366876.0,282.59,0.83,Hindi,5.72,College Students,2024-11-23,Profit
98,NY-CMP-1098,SEO,Working Women,21.0,Email,96239.0,3852.0,2172.0,1568.0,460992.0,110.5,1.66,English,7.89,Working Women,2024-11-19,Profit
99,NY-CMP-1099,Paid Ads,Working Women,22.0,"Instagram, WhatsApp, Google",15712.0,2049.0,698.0,518.0,161616.0,185.06,0.69,English,13.781462901942962,Premium Shoppers,2025-03-24,Profit
101,NY-CMP-1101,Influencer,Working Women,24.0,"Google, Facebook",91963.0,9000.0,4091.0,1250.0,507500.0,150.39,1.7,Hindi,15.59,Youth,2025-01-07,Profit
102,NY-CMP-1102,Social Media,Tier 2 City Customers,10.0,"Email, Instagram, Facebook",41454.0,6034.0,2744.0,1271.0,441037.0,64.77,4.36,Tamil,24.24,Premium Shoppers,2024-10-20,Profit
103,NY-CMP-1103,Paid Ads,Premium Shoppers,27.0,"Google, YouTube, WhatsApp",62808.0,3704.0,743.0,431.0,286615.0,207.69,2.2,Bengali,7.77,Working Women,2025-03-21,Profit
104,NY-CMP-1104,Paid Ads,College Students,16.0,WhatsApp,44568.0,5722.0,2794.0,2033.0,742045.0,119.14,2.06,Hindi,23.67,College Students,2025-05-31,Profit
105,NY-CMP-1105,SEO,Premium Shoppers,23.0,"Email, WhatsApp",78393.0,10859.0,4614.0,2346.0,1370861.875,48.99,8.46,Bengali,22.73,Working Women,2024-08-23,Profit
106,NY-CMP-1106,SEO,Youth,16.0,Google,36778.0,2873.0,976.0,338.0,240656.0,547.44,0.3,Hindi,11.38,Tier 2 City Customers,2024-11-05,Profit
107,NY-CMP-1107,Influencer,Youth,19.0,Email,29254.0,3754.0,1868.0,778.0,399408.0,296.39,0.73,Tamil,13.781462901942962,College Students,2024-11-20,Profit
108,NY-CMP-1108,SEO,Working Women,13.0,"Facebook, Instagram, YouTube",16762.0,1911.0,519.0,285.0,180405.0,859.24,-0.26,Hindi,16.2,Youth,2024-11-20,Loss
109,NY-CMP-1109,Influencer,College Students,8.0,Facebook,55119.386698247275,1590.0,535.0,416.0,143104.0,130.39,1.64,Bengali,8.37,Premium Shoppers,2024-12-23,Profit
110,NY-CMP-1110,Paid Ads,Working Women,6.0,"WhatsApp, Instagram, Google",93228.0,5488.0,1479.0,778.0,739370.0,249.36,2.81,Bengali,10.13,College Students,2025-04-29,Profit
111,NY-CMP-1111,Influencer,College Students,16.0,Google,32725.0,917.0,353.0,262.0,133096.0,277.31,0.83,Bengali,4.68,Premium Shoppers,2025-05-27,Profit
112,NY-CMP-1112,Social Media,Tier 2 City Customers,6.0,"Facebook, Google",37912.0,2193.0,1175.0,779.0,555427.0,69.68,8.46,Bengali,10.94,Working Women,2025-06-19,Profit
113,NY-CMP-1113,Influencer,Youth,28.0,"WhatsApp, Facebook, Instagram",84684.0,6830.0,3006.0,2183.0,1370861.875,37.23,8.46,English,14.19,Working Women,2024-09-13,Profit
114,NY-CMP-1114,Social Media,Tier 2 City Customers,27.0,"Facebook, Instagram, YouTube",51006.0,7110.0,2461.0,778.0,432178.0,298.91,0.86,Hindi,20.27,College Students,2024-09-26,Profit
115,NY-CMP-1115,Influencer,Working Women,10.0,"WhatsApp, Facebook",71767.0,10510.0,5095.0,2800.375,1370861.875,60.15,7.14,Bengali,26.79,Working Women,2025-05-10,Profit
116,NY-CMP-1116,Paid Ads,College Students,17.0,"WhatsApp, Facebook, YouTube",92095.0,9825.0,4595.0,2248.0,1370861.875,34.81,8.46,English,18.1,Working Women,2024-08-23,Profit
117,NY-CMP-1117,Paid Ads,Youth,20.0,Facebook,74063.0,3909.0,1600.0,687.0,324951.0,297.63,0.59,Hindi,11.28,College Students,2024-12-15,Profit
119,NY-CMP-1119,Email,Premium Shoppers,15.0,YouTube,46818.0,3423.0,2031.0,1219.0,884994.0,154.12,3.71,Tamil,14.25,Youth,2025-06-13,Profit
124,NY-CMP-1124,Influencer,Tier 2 City Customers,17.444507737586633,Facebook,27923.0,2989.0,1452.0,817.0,625822.0,359.28,1.13,Hindi,18.83,Working Women,2025-05-19,Profit
125,NY-CMP-1125,Paid Ads,College Students,28.0,"Instagram, Facebook, Email",19354.0,637.0,246.0,74.0,33522.0,859.24,-0.47,English,4.94,Premium Shoppers,2024-12-15,Loss
126,NY-CMP-1126,Social Media,Working Women,8.0,"Instagram, Google",25188.0,1025.0,472.0,187.0,118558.0,480.96,0.32,Hindi,13.781462901942962,Tier 2 City Customers,2024-11-26,Profit
127,NY-CMP-1127,Influencer,Premium Shoppers,18.0,WhatsApp,29617.0,2372.0,865.0,538.0,368530.0,168.8,3.06,Tamil,12.75,College Students,2025-01-20,Profit
128,NY-CMP-1128,SEO,Premium Shoppers,27.0,"Email, Instagram",25041.0,3511.0,991.0,379.0,223231.0,598.76,-0.02,Hindi,19.49,Working Women,2024-12-04,Loss
129,NY-CMP-1129,Social Media,Working Women,11.0,"Email, Google",78990.0,2360.0,1125.0,732.0,453840.0,347.66,0.78,Hindi,5.34,Youth,2025-05-21,Profit
130,NY-CMP-1130,Email,Youth,30.0,Facebook,88461.0,2327.0,999.0,358.0,100956.0,410.1,-0.31,Hindi,4.16,Youth,2025-05-01,Loss
132,NY-CMP-1132,SEO,Working Women,20.0,"WhatsApp, Google",83484.0,6219.0,2837.0,1554.0,536130.0,69.08,3.99,Tamil,13.781462901942962,Youth,2025-04-29,Profit
133,NY-CMP-1133,Paid Ads,Premium Shoppers,18.0,Facebook,79948.0,1641.0,630.0,499.0,279440.0,465.08,0.2,Tamil,3.46,Working Women,2024-11-24,Profit
135,NY-CMP-1135,Paid Ads,Youth,6.0,"WhatsApp, Google",82314.0,11125.0,1479.0,1588.0,1056020.0,82.69,7.04,Bengali,20.76,Tier 2 City Customers,2024-12-17,Profit
136,NY-CMP-1136,Email,Youth,13.0,"Instagram, YouTube, Google",15809.0,2154.0,1479.0,305.0,195200.0,491.68,0.3,Bengali,18.39,Youth,2024-12-17,Profit
137,NY-CMP-1137,Influencer,Working Women,21.0,"Instagram, Facebook",23866.0,1157.0,471.0,295.0,98530.0,542.93,-0.38,Tamil,8.06,Premium Shoppers,2025-01-22,Loss
138,NY-CMP-1138,SEO,Premium Shoppers,19.0,"WhatsApp, Google",73044.0,3187.0,1479.0,569.0,385782.0,184.41,2.68,English,7.55,Tier 2 City Customers,2024-08-01,Profit
139,NY-CMP-1139,Social Media,Tier 2 City Customers,23.0,Facebook,26385.0,2511.0,940.0,434.0,199640.0,653.94,-0.3,Hindi,14.72,Premium Shoppers,2025-02-24,Loss
140,NY-CMP-1140,Email,Premium Shoppers,5.0,"Email, YouTube, Facebook",68710.0,8506.0,4996.0,2800.375,1370861.875,38.16,8.46,Tamil,24.7,Tier 2 City Customers,2025-05-30,Profit
141,NY-CMP-1141,Email,Premium Shoppers,17.0,"Google, WhatsApp",66210.0,5609.0,2776.0,1529.0,518331.0,101.69,2.33,Tamil,14.97,College Students,2025-05-30,Profit
142,NY-CMP-1142,Paid Ads,College Students,10.0,"WhatsApp, Google, Email",29278.0,3293.0,1504.0,1073.0,716764.0,254.52,1.62,English,20.05,College Students,2025-04-07,Profit
143,NY-CMP-1143,Email,Premium Shoppers,30.0,"WhatsApp, Instagram, YouTube",35430.0,3909.0,1006.0,682.0,403062.0,165.63,2.57,Bengali,17.04,Youth,2025-04-12,Profit
144,NY-CMP-1144,SEO,College Students,14.0,Facebook,13214.0,530.0,213.0,156.0,118872.0,859.24,-0.11,Hindi,6.8,College Students,2024-09-03,Loss
145,NY-CMP-1145,Influencer,Youth,20.0,Instagram,54685.0,5423.0,2255.0,1052.0,724828.0,279.17,1.47,Hindi,15.96,Youth,2025-01-12,Profit
146,NY-CMP-1146,Paid Ads,Premium Shoppers,15.0,Facebook,40445.0,2689.0,1201.0,814.0,351648.0,75.35,4.73,Hindi,11.63,College Students,2024-11-19,Profit
147,NY-CMP-1147,Influencer,Premium Shoppers,18.0,"Email, Google",45821.0,2552.0,965.0,733.0,433936.0,245.74,1.41,Bengali,9.28,Premium Shoppers,2024-12-06,Profit
149,NY-CMP-1149,Influencer,Tier 2 City Customers,20.0,"Facebook, Email, YouTube",82365.0,9920.0,2972.0,2086.0,1370861.875,43.11,8.46,Hindi,18.18,College Students,2025-02-17,Profit
150,NY-CMP-1150,SEO,Premium Shoppers,7.0,"Email, YouTube, Facebook",68867.0,5342.0,2966.0,1331.0,806586.0,174.47,2.47,Tamil,14.0,Working Women,2024-07-27,Profit
151,NY-CMP-1151,Influencer,College Students,13.0,Email,28582.0,2086.0,630.0,411.0,286467.0,590.9,0.18,English,10.94,Premium Shoppers,2025-03-30,Profit
152,NY-CMP-1152,Social Media,Tier 2 City Customers,5.0,"Facebook, Instagram, WhatsApp",51059.0,4666.0,1088.0,708.0,489228.0,175.27,2.94,English,12.66,Tier 2 City Customers,2024-12-11,Profit
153,NY-CMP-1153,Email,College Students,24.0,Google,45295.0,1953.0,473.0,282.0,126618.0,859.24,-0.48,English,5.98,Youth,2024-12-19,Loss
154,NY-CMP-1154,Email,Premium Shoppers,18.0,Email,17721.0,1182.0,499.0,348.0,359832.0,562.61,0.84,Hindi,11.45,College Students,2025-01-14,Profit
155,NY-CMP-1155,Social Media,Working Women,19.0,Email,69264.0,4578.0,2686.0,1713.0,426537.0,68.25,2.65,Tamil,12.96,Premium Shoppers,2024-10-17,Profit
156,NY-CMP-1156,Influencer,Youth,20.0,WhatsApp,59293.0,3248.0,1030.0,375.0,359832.0,543.29,0.77,Tamil,7.85,Youth,2025-03-11,Profit
157,NY-CMP-1157,Social Media,Working Women,21.0,"Email, Instagram",95024.0,3909.0,2403.0,1110.0,698190.0,208.42,2.02,Hindi,8.46,Premium Shoppers,2025-03-18,Profit
